#id	set	correctLabelW0orW1	warrant0	warrant1	reason	claim	debateTitle	debateInfo
14666389_480_A1CF6U3GF7DZEJ	dev	0	['the', 'excuse', 'is', 'rarely', 'warranted']	['the', 'excuse', 'is', 'sometimes', 'warranted']	['Police', 'use', 'the', 'excuse', 'of', 'fear', 'for', 'life', 'to', 'abuse', 'use', 'of', 'force', '.']	['Police', 'is', 'too', 'willing', 'to', 'use', 'force']	['Do', 'Police', 'Use', 'Deadly', 'Force', 'Too', 'Often', '?']	['Have', 'police', 'officers', 'become', 'too', 'willing', 'to', 'use', 'force', 'or', 'are', 'they', 'reacting', 'to', 'the', 'dangers', 'they', 'face', 'every', 'day', '?']
16633486_0_A1CF6U3GF7DZEJ	dev	0	['some', 'will', ' ', 'fall', 'back']	['it', 'is', 'better', 'to', 'force', 'them', 'all', 'into', 'recovery', 'as', 'some', 'will', 'not', 'fall', 'back']	['An', 'addict', 'will', 'fall', 'back', 'when', 'forced', 'into', 'recovery', '.']	['Drug', 'addicts', 'should', 'not', 'be', 'forced', 'into', 'treatment']	['Should', 'Drug', 'Addicts', 'Be', 'Forced', 'Into', 'Treatment', '?']	['Massachusetts', 'Gov.', 'Charlie', 'Baker', 'wants', 'to', 'give', 'hospitals', 'the', 'power', 'to', 'commit', 'substance', 'abusers', '.', 'Is', 'this', 'the', 'right', 'approach', '?']
16633208_453_A3TKD7EJ6BM0M5	dev	1	['building', 'an', 'infrastructure', 'would', 'teach', 'everyone', 'a', 'lot']	['building', 'an', 'infrastructure', 'would', 'not', 'teach', 'everyone']	['We', 'do', 'not', 'have', 'the', 'infrastructure', 'in', 'place', 'to', 'force', 'people', 'into', 'receiving', 'treatment', '.']	['Drug', 'addicts', 'should', 'not', 'be', 'forced', 'into', 'treatment']	['Should', 'Drug', 'Addicts', 'Be', 'Forced', 'Into', 'Treatment', '?']	['Massachusetts', 'Gov.', 'Charlie', 'Baker', 'wants', 'to', 'give', 'hospitals', 'the', 'power', 'to', 'commit', 'substance', 'abusers', '.', 'Is', 'this', 'the', 'right', 'approach', '?']
13761219_365_AE861G0AY5RGT	dev	0	['Americans', 'are', 'not', 'able', 'to', 'create', 'their', 'own', 'jobs']	['Americans', 'are', 'able', 'to', 'create', 'their', 'own', 'jobs']	['American', 'born', 'workers', 'are', 'in', 'competition', 'for', 'the', 'same', 'jobs', 'as', 'immigrants', ',', 'also', 'their', 'US', 'born', 'children', 'who', 'receive', 'affirmative', 'action', 'preferences', '.']	['The', 'threat', 'has', 'been', 'ignored']	['Do', 'Immigrants', 'Take', 'Jobs', 'From', 'American', '-', 'Born', 'Workers', '?']	['Has', 'the', 'threat', 'to', 'economic', 'stability', 'been', 'exaggerated', 'or', 'ignored', '?']
16146321_0_A34QZDSTKZ3JO9	dev	1	['we', 'are', 'cooperating', 'with', 'Russia', 'anyways']	['we', 'are', 'not', 'cooperating', 'with', 'Russia', 'anyways']	"['Cooperating', 'with', 'Russia', 'on', 'terrorism', 'ignores', 'Russia', ""'s"", 'overall', 'objectives', '.']"	['Russia', 'can', 'not', 'be', 'a', 'partner']	['Can', 'Russia', 'Really', 'Be', 'a', 'Partner', 'to', 'Bring', 'Peace', 'to', 'Syria', '?']	['Can', 'Russia', 'be', 'an', 'ally', 'in', 'stabilizing', 'Syria', 'and', 'fighting', 'ISIS', 'or', 'is', 'it', 'too', 'closely', 'tied', 'to', 'the', 'Assad', 'regime', '?']
14388117_167_A34QZDSTKZ3JO9	dev	0	['people', 'are', 'not', 'allowed', 'to', 'express', 'their', 'religious', 'beliefs']	['people', 'are', 'allowed', 'to', 'their', 'religious', 'beliefs']	['We', 'would', 'not', 'allow', 'cannibalism', 'to', 'occur', 'even', 'though', 'it', 'is', ' ', 'a', 'strong', 'religious', 'belief', '.']	"['Parents', ""'"", 'religious', 'beliefs', 'should', 'not', 'allow', 'them', 'to', 'refuse', 'medical', 'care', 'for', 'their', 'children']"	"['Parents', ""'"", 'Beliefs', 'vs.', 'Their', 'Children', ""'s"", 'Health']"	"['Should', 'parents', ""'"", 'religious', 'beliefs', 'allow', 'them', 'to', 'refuse', 'medical', 'care', 'for', 'their', 'children', 'or', 'avoid', 'standard', 'medical', 'practices', '?']"
15975442_493_A34QZDSTKZ3JO9	dev	0	['the', 'country', 'can', 'only', 'deport', 'a', 'certain', 'number', 'of', 'immigrants']	['the', 'country', 'can', 'deport', 'immigrants']	['Deportation', 'should', 'be', 'used', 'to', 'solve', 'the', 'problem', '.']	['Immigration', 'is', 'really', 'a', 'problem']	['Is', 'Immigration', 'Really', 'a', 'Problem', '?']	['Is', 'unauthorized', 'immigration', 'as', 'much', 'of', 'a', 'problem', 'for', 'the', 'U.S.', 'as', 'some', 'claim', '?']
16175182_252_AE861G0AY5RGT	dev	1	['finding', 'a', 'job', 'is', 'not', 'a', 'problem', 'for', 'the', 'talented', 'and', 'knowledgeable']	"['finding', 'a', 'job', 'should', ""n't"", 'be', 'a', 'problem', 'for', 'the', 'talented', 'and', 'knowledgeable']"	"['Too', 'many', 'lawyers', 'are', 'getting', 'through', 'law', 'school', 'and', 'the', 'ca', ""n't"", 'find', 'jobs', '.']"	['The', 'bar', 'is', 'too', 'low', 'to', 'get', 'into', 'law', 'school']	['Is', 'the', 'Bar', 'Too', 'Low', 'to', 'Get', 'Into', 'Law', 'School', '?']	['An', 'increasing', 'number', 'of', 'law', 'students', 'have', 'failed', 'the', 'bar', 'exam', 'in', 'recent', 'years', '.']
14383502_355_A1HKYY6XI2OHO1	dev	1	['lack', 'of', 'medicine', 'might', 'kill', 'off', 'their', 'children', 'before', 'they', 'can', 'breed', 'and', 'produce', 'more', 'idiots']	['lack', 'of', 'medicine', 'might', 'kill', 'off', 'their', 'children']	"['Miraculous', 'healing', 'does', ""n't"", 'replace', 'medicine', '.']"	"['Parents', ""'"", 'religious', 'beliefs', 'should', 'not', 'allow', 'them', 'to', 'refuse', 'medical', 'care', 'for', 'their', 'children']"	"['Parents', ""'"", 'Beliefs', 'vs.', 'Their', 'Children', ""'s"", 'Health']"	"['Should', 'parents', ""'"", 'religious', 'beliefs', 'allow', 'them', 'to', 'refuse', 'medical', 'care', 'for', 'their', 'children', 'or', 'avoid', 'standard', 'medical', 'practices', '?']"
14367986_0_A34QZDSTKZ3JO9	dev	0	['seeing', 'only', 'one', 'perspective', 'is', 'adequate']	['seeing', 'only', 'one', 'perspective', 'is', 'boring']	['Same', 'sex', 'schools', 'offers', 'a', 'specific', 'landscape', '.']	['Same', '-', 'sex', 'colleges', 'are', 'still', 'relevant']	['Are', 'Same', '-', 'Sex', 'Colleges', 'Still', 'Relevant', '?']	['Do', 'same', '-', 'sex', 'colleges', 'play', 'an', 'important', 'role', 'in', 'education', ',', 'or', 'are', 'they', 'outdated', '?']
14666389_480_A3GNQDFPZALU92	dev	1	"['the', '""', 'bad', 'apples', '""', 'who', 'do', 'so', 'are', 'still', 'outnumbered', 'by', 'the', 'good', 'cops', ',', 'it', ""'s"", 'important', 'to', 'support', 'cops', 'and', 'remember', 'that']"	"['the', '""', 'bad', 'apples', '""', 'who', 'do', 'so', 'outnumber', 'the', 'good', 'cops']"	['Police', 'use', 'the', 'excuse', 'of', 'fear', 'for', 'life', 'to', 'abuse', 'use', 'of', 'force', '.']	['Police', 'is', 'too', 'willing', 'to', 'use', 'force']	['Do', 'Police', 'Use', 'Deadly', 'Force', 'Too', 'Often', '?']	['Have', 'police', 'officers', 'become', 'too', 'willing', 'to', 'use', 'force', 'or', 'are', 'they', 'reacting', 'to', 'the', 'dangers', 'they', 'face', 'every', 'day', '?']
16174773_0_A1LZPWVZRTUZD0	dev	0	['students', 'struggle', 'to', 'get', 'a', 'quality', 'education', 'and', 'access', 'to', 'legal', 'jobs', 'at', 'lower', 'quality', 'schools']	['students', 'still', 'get', 'a', 'quality', 'education', 'and', 'access', 'to', 'legal', 'jobs', 'even', 'at', 'lower', 'quality', 'schools']	['Law', 'schools', 'have', 'become', 'money', 'machines', 'with', 'the', 'quality', 'of', 'teaching', 'plummeting', '.']	['The', 'bar', 'is', 'too', 'low', 'to', 'get', 'into', 'law', 'school']	['Is', 'the', 'Bar', 'Too', 'Low', 'to', 'Get', 'Into', 'Law', 'School', '?']	['An', 'increasing', 'number', 'of', 'law', 'students', 'have', 'failed', 'the', 'bar', 'exam', 'in', 'recent', 'years', '.']
15885882_232_A34QZDSTKZ3JO9	dev	1	['citizens', 'invest', 'into', 'the', 'economy']	['citizens', 'do', 'not', 'necessarily', 'invest', 'into', 'the', 'economy']	['Citizenship', 'should', 'be', 'earned', 'by', 'people', 'through', 'their', 'investment', 'in', 'the', 'culture', 'and', 'economy', '.']	['Abolish', 'Birthright', 'Citizenship']	"['Should', ""'"", 'Birthright', 'Citizenship', ""'"", 'Be', 'Abolished', '?']"	['Several', 'G.O.P.', 'candidates', 'are', 'calling', 'for', 'an', 'end', 'to', 'the', 'constitutional', 'rule', 'that', 'a', 'child', 'born', 'in', 'the', 'U.S.', 'is', 'a', 'U.S.', 'citizen', '.', 'Is', 'this', 'a', 'good', 'idea', '?']
17009879_146_AYFOAD75CRBKE	dev	1	['that', 'can', 'happen', 'in', 'many', 'ways']	"['that', 'ca', ""n't"", 'happen', 'in', 'many', 'ways']"	"['My', 'mom', ""'s"", 'cat', 'nicked', 'his', 'eye', 'when', 'scratching', 'his', 'face', 'and', 'her', 'vet', 'advised', 'he', 'be', 'declawed', '.']"	['It', 'should', 'be', 'legal', 'to', 'declaw', 'your', 'cat']	['Should', 'It', 'Be', 'Illegal', 'to', 'Declaw', 'Your', 'Cat', '?']	['With', 'legislation', 'pending', ',', 'New', 'York', 'could', 'become', 'the', 'first', 'state', 'to', 'make', 'removing', 'the', 'claws', 'of', 'a', 'cat', 'a', 'crime', '.']
13958896_134_A8GWYS9O8FUEK	dev	0	['Greece', 'is', 'not', 'working', 'against', 'this']	['Greece', 'is', 'working', 'against', 'this']	"['Austerity', 'is', ""n't"", 'working', 'has', 'not', 'worked', ',', 'and', 'will', 'not', 'work', 'in', 'the', 'future', '.']"	"['Greece', ""'s"", 'anti', '-', 'austerity', 'government', 'ca', ""n't"", 'succeed']"	"['Can', 'Greece', ""'s"", 'Anti', '-', 'Austerity', 'Government', 'Succeed', '?']"	"['Can', 'Greece', ""'s"", 'new', 'leftist', 'government', 'lift', 'the', 'country', 'out', 'of', 'its', 'economic', 'wreckage', 'or', ',', 'by', 'resisting', 'its', 'creditors', ',', 'will', 'it', 'only', 'make', 'things', 'worse', '?']"
14230144_193_AE861G0AY5RGT	dev	1	['prison', 'is', 'a', 'safe', 'place']	['prison', 'is', 'not', 'a', 'safe', 'place']	['The', 'hospital', 'environment', 'made', 'me', 'feel', 'like', 'I', 'was', 'a', 'prisoner', 'from', 'the', 'start', '.']	['Women', 'should', 'be', 'encouraged', 'to', 'have', 'kids', 'at', 'home']	['Is', 'Home', 'Birth', 'Ever', 'a', 'Safe', 'Choice', '?']	['Should', 'more', 'women', 'be', 'encouraged', 'to', 'have', 'kids', 'at', 'home', '?']
16623737_154_A1DJNUJZN8FE7N	dev	0	['Being', 'competitive', 'is', 'an', 'unpredictable', 'state']	['Being', 'competitive', 'is', 'a', 'predictable', 'state']	['Companies', 'will', 'use', 'any', 'means', 'necessary', 'to', 'be', 'competitive', '.']	"['Companies', 'ca', ""n't"", 'be', 'trusted']"	['Can', 'Companies', 'Be', 'Trusted', '?']	"['Volkswagen', ""'s"", 'vast', 'cheating', 'on', 'emissions', 'tests', 'has', 'been', 'called', 'proof', 'that', 'stronger', 'regulation', 'is', 'needed', '.']"
17017672_107_A1CF6U3GF7DZEJ	dev	1	['cats', 'still', 'seem', 'to', 'survive']	['cats', 'still', 'seem', 'to', 'suffer']	['Declawing', 'is', 'painful', ',', 'inhumane', 'and', 'often', 'leads', 'to', 'biting', 'and', 'refusal', 'to', 'use', 'a', 'litter', 'box', '.']	['It', 'should', 'be', 'illegal', 'to', 'declaw', 'your', 'cat']	['Should', 'It', 'Be', 'Illegal', 'to', 'Declaw', 'Your', 'Cat', '?']	['With', 'legislation', 'pending', ',', 'New', 'York', 'could', 'become', 'the', 'first', 'state', 'to', 'make', 'removing', 'the', 'claws', 'of', 'a', 'cat', 'a', 'crime', '.']
14385444_123_A34QZDSTKZ3JO9	dev	0	"['people', 'have', 'a', 'right', 'to', 'their', 'religious', 'beliefs', 'if', 'it', 'does', ""n't"", 'harm', 'others']"	['people', 'have', 'a', 'right', 'to', 'their', 'religious', 'beliefs']	['Making', 'vaccine', 'decisions', 'based', 'on', 'religion', 'puts', 'community', 'in', 'danger']	"['Parents', ""'"", 'religious', 'beliefs', 'should', 'not', 'allow', 'them', 'to', 'refuse', 'medical', 'care', 'for', 'their', 'children']"	"['Parents', ""'"", 'Beliefs', 'vs.', 'Their', 'Children', ""'s"", 'Health']"	"['Should', 'parents', ""'"", 'religious', 'beliefs', 'allow', 'them', 'to', 'refuse', 'medical', 'care', 'for', 'their', 'children', 'or', 'avoid', 'standard', 'medical', 'practices', '?']"
14228063_268_AB98SGS280TY5	dev	0	['hospitals', 'can', 'have', 'higher', 'mortality', 'rates']	['Hospitals', 'have', 'higher', 'mortality', 'rates', '.']	['Home', 'birth', 'is', 'safe', 'for', 'healthy', 'women', '.']	['Women', 'should', 'be', 'encouraged', 'to', 'have', 'kids', 'at', 'home']	['Is', 'Home', 'Birth', 'Ever', 'a', 'Safe', 'Choice', '?']	['Should', 'more', 'women', 'be', 'encouraged', 'to', 'have', 'kids', 'at', 'home', '?']
16971054_138_A1I4CYG5YDFTYM	dev	1	['this', 'is', 'important', 'to', 'know', 'that', 'even', 'in', 'years', 'passed', 'teachers', 'did', 'a', 'bad', 'job', 'and', 'should', 'be', 'held', 'accountable']	"['this', 'is', 'important', 'to', 'know', 'that', 'even', 'in', 'years', 'passed', 'teachers', 'did', 'a', 'bad', 'job', 'but', 'should', ""n't"", 'be', 'held', 'accountable']"	['A', 'bad', 'rating', 'is', 'still', 'there', 'years', 'later', ',', 'even', 'if', 'it', 'no', 'longer', 'has', 'relevance', '.']	['It', 'is', 'not', 'fair', 'to', 'rate', 'professors', 'online']	['Is', 'It', 'Fair', 'to', 'Rate', 'Professors', 'Online', '?']	['As', 'students', 'finish', 'their', 'finals', 'and', 'plan', 'for', 'next', 'semester', ',', 'should', 'they', 'turn', 'to', 'RateMyProfessor.com', 'to', 'offer', 'advice', 'and', 'seek', 'guidance', '?']
15332663_95_AE861G0AY5RGT	dev	0	['ending', 'happy', 'hour', 'is', 'basically', 'the', 'same', 'thing', 'as', 'a', 'ban', 'on', 'all', 'liquor']	['ending', 'happy', 'hour', 'is', 'not', 'the', 'same', 'thing', 'as', 'a', 'ban', 'on', 'all', 'liquor']	['We', 'have', 'already', 'seen', 'that', 'historically', ',', 'prohibition', 'does', 'not', 'end', 'well', '.']	['Happy', 'hour', 'should', 'not', 'be', 'banned']	['Should', 'Happy', 'Hour', 'Be', 'Banned', '?']	['Some', 'states', 'ban', 'happy', 'hour', 'deals', 'for', 'promoting', 'excessive', 'drinking', 'and', 'drunken', 'driving', '.', 'Should', 'more', 'do', 'so', '?']
13956677_337_A3GNQDFPZALU92	dev	0	"['those', 'percentages', 'wo', ""n't"", 'change']"	['those', 'percentages', 'will', 'change', 'as', 'people', 'drop', 'out', 'of', 'the', 'system', 'without', 'finding', 'a', 'job']	['Unemployment', 'rates', 'are', 'too', 'high', '.']	"['Greece', ""'s"", 'anti', '-', 'austerity', 'government', 'ca', ""n't"", 'succeed']"	"['Can', 'Greece', ""'s"", 'Anti', '-', 'Austerity', 'Government', 'Succeed', '?']"	"['Can', 'Greece', ""'s"", 'new', 'leftist', 'government', 'lift', 'the', 'country', 'out', 'of', 'its', 'economic', 'wreckage', 'or', ',', 'by', 'resisting', 'its', 'creditors', ',', 'will', 'it', 'only', 'make', 'things', 'worse', '?']"
14166865_207_A104V8NZIQFN2F	dev	1	['drilling', 'would', 'also', 'lower', 'the', 'cost', 'of', 'a', 'tank', 'of', 'gas']	['drilling', 'would', 'not', 'lower', 'the', 'cost', 'of', 'a', 'tank', 'of', 'gas']	['This', 'would', 'damage', 'the', 'environment', 'and', 'cost', 'taxpayers', '.']	['The', 'Atlantic', 'coast', 'should', 'not', 'be', 'opened', 'to', 'drilling']	['Resuming', 'Drilling', 'in', 'the', 'Atlantic']	['Should', 'the', 'Atlantic', 'coast', 'be', 'opened', 'to', 'off', '-', 'shore', 'oil', 'and', 'gas', 'drilling', '?']
14102300_0_A247LJDZOGXJK6	dev	1	['more', 'available', 'condos', 'results', 'in', 'more', 'people', 'contributing', 'to', 'the', 'tax', 'base']	['more', 'available', 'condos', 'results', 'in', 'fewer', 'people', 'contributing', 'to', 'the', 'tax', 'base']	['New', 'York', 'City', 'has', 'seen', 'how', 'tax', 'breaks', 'for', 'the', 'more', 'wealthy', 'can', 'hurt', 'a', 'city', '.']	['Helping', 'condo', 'developers', 'hurt', 'the', 'city']	['Does', 'Helping', 'Condo', 'Developers', 'Hurt', 'the', 'City', '?']	['Have', 'tax', 'breaks', ',', 'zoning', 'and', 'other', 'policies', 'that', 'have', 'fueled', 'condo', 'development', 'unfairly', 'benefited', 'the', 'rich', 'at', 'the', 'expense', 'of', 'other', 'residents', '?']
15769481_321_A138BU1VWM2RKN	dev	0	['audience', 'engagement', 'is', 'very', 'important']	['audience', 'engagement', 'is', 'trivial', 'anyway']	"['While', 'it', 'is', 'fun', 'when', 'you', 'are', 'a', 'player', ',', 'there', 'is', ""n't"", 'enough', 'to', 'it', 'to', 'entertain', 'an', 'audience', '.']"	['Do', 'not', 'legitimize', 'Frisbee']	['Ultimate', 'Frisbee', 'at', 'the', 'Olympics', '?']	"['Will', 'the', 'I.O.C.', ""'s"", 'announcement', 'legitimize', 'this', '""', 'counterculture', '""', 'sport', '?']"
14253310_521_A1DJNUJZN8FE7N	dev	0	['proper', 'supervision', 'is', 'almost', 'always', ' ', 'attained']	['proper', 'supervision', 'is', 'almost', 'always', 'never', 'attained']	['Homebirths', 'with', 'proper', 'supervision', 'are', 'safer', 'than', 'hospital', 'births', '.']	['Women', 'should', 'be', 'encouraged', 'to', 'have', 'kids', 'at', 'home']	['Is', 'Home', 'Birth', 'Ever', 'a', 'Safe', 'Choice', '?']	['Should', 'more', 'women', 'be', 'encouraged', 'to', 'have', 'kids', 'at', 'home', '?']
16174773_0_A1CF6U3GF7DZEJ	dev	0	['we', 'still', 'seem', 'to', 'be', 'getting', 'a', 'lot', 'of', 'lawyers', 'that', 'are', 'only', 'okay']	['we', 'still', 'seem', 'to', 'be', 'getting', 'a', 'lot', 'of', 'ok', 'lawyers']	['Law', 'schools', 'have', 'become', 'money', 'machines', 'with', 'the', 'quality', 'of', 'teaching', 'plummeting', '.']	['The', 'bar', 'is', 'too', 'low', 'to', 'get', 'into', 'law', 'school']	['Is', 'the', 'Bar', 'Too', 'Low', 'to', 'Get', 'Into', 'Law', 'School', '?']	['An', 'increasing', 'number', 'of', 'law', 'students', 'have', 'failed', 'the', 'bar', 'exam', 'in', 'recent', 'years', '.']
14105269_189_A1I4CYG5YDFTYM	dev	0	"['they', 'do', ""n't"", 'charge', 'high', 'fees', 'to', 'renters', 'that', 'make', 'it', 'difficult', 'for', 'people', 'to', 'get', 'by']"	['they', 'also', 'charge', 'high', 'fees', 'to', 'renters', 'that', 'make', 'it', 'difficult', 'for', 'people', 'to', 'get', 'by']	['Condo', 'owners', 'pay', 'a', 'much', 'higher', 'tax', 'rate', 'than', 'homeowners', '.']	['Helping', 'condo', 'developers', 'help', 'the', 'city']	['Does', 'Helping', 'Condo', 'Developers', 'Hurt', 'the', 'City', '?']	['Have', 'tax', 'breaks', ',', 'zoning', 'and', 'other', 'policies', 'that', 'have', 'fueled', 'condo', 'development', 'unfairly', 'benefited', 'the', 'rich', 'at', 'the', 'expense', 'of', 'other', 'residents', '?']
14663382_122_A1CF6U3GF7DZEJ	dev	0	['we', 'have', 'a', 'lot', 'of', 'metrics', 'on', 'this']	['we', 'have', 'no', 'metric', 'on', 'this']	['We', 'assume', 'police', 'are', 'using', 'excessive', 'force', 'all', 'over', 'the', 'US', 'and', 'it', 'is', 'not', 'recorded', '.']	['Police', 'is', 'too', 'willing', 'to', 'use', 'force']	['Do', 'Police', 'Use', 'Deadly', 'Force', 'Too', 'Often', '?']	['Have', 'police', 'officers', 'become', 'too', 'willing', 'to', 'use', 'force', 'or', 'are', 'they', 'reacting', 'to', 'the', 'dangers', 'they', 'face', 'every', 'day', '?']
14385444_123_AE861G0AY5RGT	dev	0	['there', 'is', 'danger', 'in', 'missing', 'a', 'vaccine']	['there', 'is', 'no', 'danger', 'in', 'missing', 'a', 'vaccine']	['Making', 'vaccine', 'decisions', 'based', 'on', 'religion', 'puts', 'community', 'in', 'danger']	"['Parents', ""'"", 'religious', 'beliefs', 'should', 'not', 'allow', 'them', 'to', 'refuse', 'medical', 'care', 'for', 'their', 'children']"	"['Parents', ""'"", 'Beliefs', 'vs.', 'Their', 'Children', ""'s"", 'Health']"	"['Should', 'parents', ""'"", 'religious', 'beliefs', 'allow', 'them', 'to', 'refuse', 'medical', 'care', 'for', 'their', 'children', 'or', 'avoid', 'standard', 'medical', 'practices', '?']"
16683096_423_A1CF6U3GF7DZEJ	dev	0	['immigrants', 'will', 'make', 'the', 'EU', 'attractive', 'to', 'tourists']	['immigrants', 'will', 'make', 'the', 'EU', 'less', 'attractive', 'to', 'tourists']	['THe', 'EU', 'needs', 'to', 'figure', 'out', 'how', 'to', 'make', 'a', 'successful', 'immigrant', 'community', 'and', 'the', 'EU', 'will', 'be', 'winners', '.']	['Europe', 'should', 'not', 'shun', 'refugees']	['Should', 'Europe', 'Shun', 'Refugees', 'After', 'the', 'Paris', 'Attacks', '?']	['Concern', 'has', 'increased', 'after', 'it', 'was', 'revealed', 'that', 'one', 'of', 'the', 'Paris', 'terrorists', 'had', 'a', 'Syrian', 'passport', 'that', 'may', 'have', 'been', 'used', 'to', 'enter', 'Greece', '.']
14384573_542_A1CF6U3GF7DZEJ	dev	1	['in', 'a', 'free', 'secular', 'society', 'parents', 'can', 'do', 'what', 'they', 'want']	['in', 'a', 'free', 'secular', 'society', 'parents', 'can', 'not', 'always', 'do', 'what', 'they', 'want']	['Our', 'culture', 'is', 'secular', 'so', 'religious', 'beliefs', 'should', 'not', 'be', 'able', 'to', 'trump', 'science', '.']	"['Parents', ""'"", 'religious', 'beliefs', 'should', 'not', 'allow', 'them', 'to', 'refuse', 'medical', 'care', 'for', 'their', 'children']"	"['Parents', ""'"", 'Beliefs', 'vs.', 'Their', 'Children', ""'s"", 'Health']"	"['Should', 'parents', ""'"", 'religious', 'beliefs', 'allow', 'them', 'to', 'refuse', 'medical', 'care', 'for', 'their', 'children', 'or', 'avoid', 'standard', 'medical', 'practices', '?']"
17011337_517_A34QZDSTKZ3JO9	dev	1	"['most', 'house', 'cats', 'do', ""n't"", 'face', 'enemies']"	['most', 'house', 'cats', 'face', 'enemies']	['They', 'need', 'to', 'use', 'their', 'claws', 'for', 'defense', 'and', 'instinct', '.']	['It', 'should', 'be', 'illegal', 'to', 'declaw', 'your', 'cat']	['Should', 'It', 'Be', 'Illegal', 'to', 'Declaw', 'Your', 'Cat', '?']	['With', 'legislation', 'pending', ',', 'New', 'York', 'could', 'become', 'the', 'first', 'state', 'to', 'make', 'removing', 'the', 'claws', 'of', 'a', 'cat', 'a', 'crime', '.']
17011720_275_A247LJDZOGXJK6	dev	1	['owners', 'can', 'judge', 'whether', 'it', 'is', 'necessary', 'for', 'their', 'cat', 'to', 'be', 'able', 'to', 'protect', 'himself']	"['owners', 'ca', ""n't"", 'judge', 'whether', 'it', 'is', 'necessary', 'for', 'their', 'cat', 'to', 'be', 'able', 'to', 'protect', 'himself']"	['My', 'declawed', 'cat', 'was', 'not', 'able', 'to', 'protect', 'himself', 'effectively', 'from', 'an', 'intact', 'cat', 'even', 'though', 'he', 'was', 'able', 'to', 'find', 'alternative', 'methods', 'to', 'try', 'and', 'make', 'do', '.']	['It', 'should', 'be', 'illegal', 'to', 'declaw', 'your', 'cat']	['Should', 'It', 'Be', 'Illegal', 'to', 'Declaw', 'Your', 'Cat', '?']	['With', 'legislation', 'pending', ',', 'New', 'York', 'could', 'become', 'the', 'first', 'state', 'to', 'make', 'removing', 'the', 'claws', 'of', 'a', 'cat', 'a', 'crime', '.']
